date	hour	zi_m	dzidt_m_per_h	dzidt_rel_per_h	shtfl_wm2	wdir_deg	wspd_ms
2023-04-17	00	733.8	+24.9	+3.4	32.0	254.0	6.14
2023-04-17	01	758.7	-42.8	-5.6	19.0	254.1	6.81
2023-04-17	02	648.1	-34.3	-5.3	13.0	250.9	7.11
2023-04-17	03	690.1	+38.4	+5.6	20.0	259.7	6.36
2023-04-17	04	724.9	-23.8	-3.3	5.0	269.0	6.63
2023-04-17	05	642.5	-3.7	-0.6	14.0	269.7	6.84
2023-04-17	06	717.5	+70.8	+9.9	-3.0	277.2	6.77
2023-04-17	07	784.0	+95.2	+12.1	10.0	284.0	7.78
2023-04-17	08	907.8	+24.1	+2.7	-1.0	282.9	7.48
2023-04-17	09	832.2	-67.7	-8.1	6.0	286.7	7.67
2023-04-17	10	772.4	-133.7	-17.3	-25.0	289.2	7.20
2023-04-17	11	564.9	-84.9	-15.0	5.0	280.6	5.96
2023-04-17	12	602.6	+49.4	+8.2	-1.0	292.6	7.36
2023-04-17	13	663.8	+92.3	+13.9	-8.0	291.0	7.36
2023-04-17	14	787.2	+86.5	+11.0	36.0	287.2	7.12
2023-04-17	15	836.9	+88.3	+10.6	45.0	287.2	8.12
2023-04-17	16	963.9	+149.6	+15.5	34.0	284.0	8.60
2023-04-17	17	1136.2	+142.8	+12.6	-18.0	289.6	8.94
2023-04-17	18	1249.5	+78.5	+6.3	8.0	296.7	6.75
2023-04-17	19	1293.1	-46.8	-3.6	2.0	279.4	7.80
2023-04-17	20	1155.8	-44.2	-3.8	-39.0	290.0	9.62
2023-04-17	21	1204.7	+12.1	+1.0	-14.0	286.9	8.50
2023-04-17	22	1180.0	-142.9	-12.1	10.0	285.7	7.97
2023-04-17	23	919.0	-261.1	-28.4	-18.0	294.3	7.72
2023-04-21	00	774.0	-289.4	-37.4	44.0	247.7	7.87
2023-04-21	01	484.6	-116.2	-24.0	7.0	245.5	8.73
2023-04-21	02	541.7	+90.1	+16.6	87.0	253.4	8.70
2023-04-21	03	664.8	+57.9	+8.7	-20.0	259.5	7.24
2023-04-21	04	657.5	+32.4	+4.9	44.0	253.1	6.52
2023-04-21	05	729.6	-63.1	-8.7	41.0	257.1	6.77
2023-04-21	06	531.2	-77.4	-14.6	12.0	246.8	4.60
2023-04-21	07	574.8	-21.9	-3.8	-23.0	232.5	4.52
2023-04-21	08	487.5	-144.9	-29.7	-12.0	235.9	3.19
2023-04-21	09	284.9	-131.6	-46.2	-8.0	197.6	2.44
2023-04-21	10	224.2	-30.7	-13.7	-16.0	195.9	3.04
2023-04-21	11	223.6	+37.1	+16.6	-21.0	180.2	3.09
2023-04-21	12	298.3	+86.2	+28.9	4.0	185.9	3.45
2023-04-21	13	395.9	+138.2	+34.9	61.0	215.0	6.28
2023-04-21	14	574.7	+324.2	+56.4	138.0	217.9	6.70
2023-04-21	15	1044.4	+455.2	+43.6	132.0	227.5	5.64
2023-04-21	16	1485.1	+363.8	+24.5	162.0	237.4	7.47
2023-04-21	17	1772.0	+170.2	+9.6	185.0	225.3	8.02
2023-04-21	18	1825.5	+92.2	+5.1	234.0	219.6	9.77
2023-04-21	19	1956.4	+26.3	+1.3	201.0	228.3	8.68
2023-04-21	20	1878.1	+58.2	+3.1	141.0	240.9	9.18
2023-04-21	21	2072.8	-179.1	-8.6	7.0	240.6	8.00
2023-04-21	22	1519.9	+12.6	+0.8	60.0	257.5	6.43
2023-04-21	23	2098.1	+578.2	+27.6	-23.0	248.0	6.01
2023-04-25	00	678.7	-183.9	-27.1	24.0	44.1	5.37
2023-04-25	01	494.7	+9.6	+1.9	-13.0	85.0	3.10
2023-04-25	02	697.9	+6.6	+0.9	-12.0	65.3	2.34
2023-04-25	03	508.0	-112.0	-22.0	-9.0	54.1	3.56
2023-04-25	04	474.0	-94.8	-20.0	-12.0	58.8	4.17
2023-04-25	05	318.4	-38.2	-12.0	4.0	65.5	2.35
2023-04-25	06	397.7	+41.2	+10.4	8.0	60.9	2.82
2023-04-25	07	400.8	-21.7	-5.4	-6.0	51.3	3.22
2023-04-25	08	354.3	+14.6	+4.1	0.0	77.2	1.58
2023-04-25	09	430.1	-6.9	-1.6	20.0	51.8	2.63
2023-04-25	10	340.5	-42.9	-12.6	21.0	43.5	2.38
2023-04-25	11	344.2	+21.2	+6.2	0.0	46.6	2.85
2023-04-25	12	382.8	+141.6	+37.0	12.0	54.7	3.51
2023-04-25	13	627.5	+198.2	+31.6	4.0	45.1	2.92
2023-04-25	14	779.3	+142.9	+18.3	37.0	30.4	3.97
2023-04-25	15	913.3	+191.3	+20.9	46.0	31.5	3.64
2023-04-25	16	1161.9	+168.5	+14.5	106.0	20.5	3.45
2023-04-25	17	1250.4	+164.3	+13.1	148.0	33.2	4.49
2023-04-25	18	1490.6	+25.4	+1.7	96.0	25.8	3.98
2023-04-25	19	1301.1	-34.9	-2.7	122.0	51.8	3.53
2023-04-25	20	1420.8	+115.8	+8.1	120.0	42.5	3.22
2023-04-25	21	1532.7	+152.9	+10.0	111.0	31.9	2.64
2023-04-25	22	1726.6	+47.5	+2.8	55.0	46.5	3.15
2023-04-25	23	1627.7	-98.8	-6.1	20.0	31.5	2.51
2023-04-29	00	1079.8	-213.1	-19.7	-14.0	90.7	3.23
2023-04-29	01	866.7	-465.8	-53.7	-9.0	91.0	2.23
2023-04-29	02	148.2	-407.8	-275.2	-28.0	94.5	3.12
2023-04-29	03	51.1	-35.1	-68.6	-10.0	122.7	2.03
2023-04-29	04	78.1	-2.6	-3.4	-22.0	99.7	2.97
2023-04-29	05	45.8	-8.2	-17.8	-23.0	121.8	2.93
2023-04-29	06	61.8	+10.6	+17.1	-20.0	149.5	2.75
2023-04-29	07	66.9	+2.8	+4.2	0.0	182.9	1.86
2023-04-29	08	67.4	-10.3	-15.2	-8.0	185.1	2.14
2023-04-29	09	46.4	-10.4	-22.4	-4.0	223.3	1.70
2023-04-29	10	46.6	+1.4	+2.9	-9.0	153.2	2.21
2023-04-29	11	49.1	+39.4	+80.2	0.0	359.0	0.48
2023-04-29	12	125.3	+204.9	+163.5	3.0	224.6	0.77
2023-04-29	13	458.8	+293.6	+64.0	8.0	306.5	3.27
2023-04-29	14	712.5	+111.8	+15.7	12.0	308.0	4.51
2023-04-29	15	682.4	+106.5	+15.6	8.0	296.7	5.51
2023-04-29	16	925.6	+215.1	+23.2	12.0	305.9	4.99
2023-04-29	17	1112.6	+228.1	+20.5	62.0	306.9	5.96
2023-04-29	18	1381.8	+151.0	+10.9	0.0	299.9	6.28
2023-04-29	19	1414.6	+177.6	+12.6	130.0	291.9	5.80
2023-04-29	20	1737.0	-18.3	-1.1	40.0	279.1	5.92
2023-04-29	21	1378.0	-231.2	-16.8	75.0	292.1	5.68
2023-04-29	22	1274.6	-40.4	-3.2	44.0	298.6	6.56
2023-04-29	23	1297.2	+22.6	+1.7	36.0	289.5	6.11
